explanation1,explanation2,throttle,brake
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.396436714803024,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.3200044830283547,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.6125192276374761,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.3311416865085167,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.4791954208548006,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.3612447450132355,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.5623409792193077,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.1938238120864616,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.2870364383964074,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.2541723969786482,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.2228269306130564,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.5805703689016527,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.3169856004590413,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.8651629929795903,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0542461245817294,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.6682703073228985,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.5957444437903692,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.4132732865717572,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.7001448133302205,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.7499997797874005,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.1576038076452278,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.3470428151889245,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.593785195446986,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.2994890160404564,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.3489820430078767,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.3287056600038386,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.9624711700194628,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.2091180817767177,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.324667282264182,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.2840502074108266,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0297142108049548,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.4806083982570077,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.341571089388409,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,1.0,0.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
[ERROR] Could not generate explanation,[ERROR] Could not generate explanation,0.0,1.0
